Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02 00:00:00+08:00,22860.25,23317.390625,22860.25,23311.98046875,23311.98046875,2129252800
2013-01-03 00:00:00+08:00,23390.5390625,23400.740234375,23234.4296875,23398.599609375,23398.599609375,2211207000
2013-01-04 00:00:00+08:00,23370.359375,23370.359375,23172.279296875,23331.08984375,23331.08984375,1505752800
2013-01-07 00:00:00+08:00,23345.19921875,23402.44921875,23254.23046875,23329.75,23329.75,1401515000
2013-01-08 00:00:00+08:00,23264.029296875,23264.029296875,23088.400390625,23111.189453125,23111.189453125,1461679100
2013-01-09 00:00:00+08:00,23154.7109375,23235.390625,23141.669921875,23218.470703125,23218.470703125,1518554800
2013-01-10 00:00:00+08:00,23240.0703125,23477.890625,23165.640625,23354.310546875,23354.310546875,1911808400
2013-01-11 00:00:00+08:00,23478.810546875,23486.599609375,23212.900390625,23264.0703125,23264.0703125,1526867400
2013-01-14 00:00:00+08:00,23326.8203125,23441.939453125,23292.0703125,23413.259765625,23413.259765625,1559383600
2013-01-15 00:00:00+08:00,23388.470703125,23515.859375,23306.169921875,23381.509765625,23381.509765625,1450147700
2013-01-16 00:00:00+08:00,23390.189453125,23390.189453125,23203.240234375,23356.990234375,23356.990234375,1370170300
2013-01-17 00:00:00+08:00,23471.669921875,23504.73046875,23222.9609375,23339.759765625,23339.759765625,1316299000
2013-01-18 00:00:00+08:00,23509.490234375,23606.5,23450.76953125,23601.779296875,23601.779296875,1934485200
2013-01-21 00:00:00+08:00,23565.9609375,23639.630859375,23535.470703125,23590.91015625,23590.91015625,1104208000
2013-01-22 00:00:00+08:00,23596.380859375,23685.55078125,23498.9609375,23658.990234375,23658.990234375,1361101400
2013-01-23 00:00:00+08:00,23700.44921875,23710.869140625,23540.419921875,23635.099609375,23635.099609375,1536963300
2013-01-24 00:00:00+08:00,23585.099609375,23688.7890625,23547.7890625,23598.900390625,23598.900390625,1428556300
2013-01-25 00:00:00+08:00,23653.5390625,23666.390625,23481.369140625,23580.4296875,23580.4296875,1620959000
2013-01-28 00:00:00+08:00,23621.94921875,23736.01953125,23621.94921875,23671.880859375,23671.880859375,1443566900
2013-01-29 00:00:00+08:00,23659.109375,23707.109375,23602.849609375,23655.169921875,23655.169921875,3153976000
2013-01-30 00:00:00+08:00,23767.330078125,23916.16015625,23765.5703125,23822.060546875,23822.060546875,1961876000
2013-01-31 00:00:00+08:00,23799.169921875,23799.169921875,23667.939453125,23729.529296875,23729.529296875,1829300400
2013-02-01 00:00:00+08:00,23763.33984375,23763.33984375,23571.30078125,23721.83984375,23721.83984375,1629063500
2013-02-04 00:00:00+08:00,23866.80078125,23944.740234375,23637.1796875,23685.009765625,23685.009765625,2739062400
2013-02-05 00:00:00+08:00,23406.990234375,23406.990234375,23104.26953125,23148.529296875,23148.529296875,2488035600
2013-02-06 00:00:00+08:00,23292.4296875,23355.369140625,23204.05078125,23256.9296875,23256.9296875,1654525000
2013-02-07 00:00:00+08:00,23259.8203125,23298.130859375,23134.779296875,23177.0,23177.0,2020632400
2013-02-08 00:00:00+08:00,23101.08984375,23267.19921875,23101.08984375,23215.16015625,23215.16015625,1825561400
2013-02-14 00:00:00+08:00,23460.310546875,23469.259765625,23300.599609375,23413.25,23413.25,1528919300
2013-02-15 00:00:00+08:00,23315.41015625,23446.76953125,23284.05078125,23444.560546875,23444.560546875,1055545200
2013-02-18 00:00:00+08:00,23477.490234375,23477.490234375,23309.55078125,23381.939453125,23381.939453125,1033227800
2013-02-19 00:00:00+08:00,23368.220703125,23454.189453125,23139.080078125,23143.91015625,23143.91015625,1434540900
2013-02-20 00:00:00+08:00,23310.9296875,23310.9296875,23163.859375,23307.41015625,23307.41015625,1562429800
2013-02-21 00:00:00+08:00,23026.1796875,23026.1796875,22828.169921875,22906.669921875,22906.669921875,2061812600
2013-02-22 00:00:00+08:00,22840.3203125,22850.25,22674.58984375,22782.439453125,22782.439453125,1623906800
2013-02-25 00:00:00+08:00,22852.890625,22876.029296875,22777.630859375,22820.080078125,22820.080078125,1074747100
2013-02-26 00:00:00+08:00,22639.970703125,22769.0703125,22510.759765625,22519.689453125,22519.689453125,1520934400
2013-02-27 00:00:00+08:00,22656.400390625,22656.400390625,22445.33984375,22577.009765625,22577.009765625,1682329600
2013-02-28 00:00:00+08:00,22826.419921875,23031.689453125,22734.83984375,23020.26953125,23020.26953125,2105669200
2013-03-01 00:00:00+08:00,22957.08984375,23015.6796875,22868.689453125,22880.220703125,22880.220703125,2069275200
2013-03-04 00:00:00+08:00,22866.509765625,22866.509765625,22466.080078125,22537.810546875,22537.810546875,2172137600
2013-03-05 00:00:00+08:00,22621.599609375,22661.490234375,22523.689453125,22560.5,22560.5,1843253400
2013-03-06 00:00:00+08:00,22750.580078125,22808.810546875,22664.939453125,22777.83984375,22777.83984375,1755859400
2013-03-07 00:00:00+08:00,22729.2890625,22843.73046875,22656.369140625,22771.439453125,22771.439453125,1282193100
2013-03-08 00:00:00+08:00,22839.26953125,23220.51953125,22839.26953125,23091.94921875,23091.94921875,1852113200
2013-03-11 00:00:00+08:00,23131.439453125,23246.2890625,23064.9296875,23090.8203125,23090.8203125,1292207200
2013-03-12 00:00:00+08:00,23133.0,23262.01953125,22879.1796875,22890.599609375,22890.599609375,1564247400
2013-03-13 00:00:00+08:00,22901.119140625,22901.119140625,22487.330078125,22556.650390625,22556.650390625,1821517600
2013-03-14 00:00:00+08:00,22484.25,22655.880859375,22305.5390625,22619.1796875,22619.1796875,1927863000
2013-03-15 00:00:00+08:00,22705.919921875,22799.669921875,22494.0390625,22533.109375,22533.109375,2906999600
2013-03-18 00:00:00+08:00,22185.3203125,22185.3203125,21997.720703125,22083.359375,22083.359375,2245928400
2013-03-19 00:00:00+08:00,22138.099609375,22218.849609375,22030.66015625,22041.859375,22041.859375,1655008800
2013-03-20 00:00:00+08:00,21990.0390625,22302.5,21975.900390625,22256.439453125,22256.439453125,1771354000
2013-03-21 00:00:00+08:00,22285.810546875,22403.7890625,22179.5,22225.880859375,22225.880859375,1622168700
2013-03-22 00:00:00+08:00,22186.240234375,22232.0703125,22033.1796875,22115.30078125,22115.30078125,1515505100
2013-03-25 00:00:00+08:00,22327.529296875,22351.080078125,22201.060546875,22251.150390625,22251.150390625,1543646900
2013-03-26 00:00:00+08:00,22208.060546875,22346.26953125,22088.560546875,22311.080078125,22311.080078125,1730124000
2013-03-27 00:00:00+08:00,22385.470703125,22529.369140625,22366.01953125,22464.8203125,22464.8203125,1674301500
2013-03-28 00:00:00+08:00,22390.349609375,22390.349609375,22132.330078125,22299.630859375,22299.630859375,2203094400
2013-04-02 00:00:00+08:00,22203.9296875,22449.4609375,22203.9296875,22367.8203125,22367.8203125,1524778400
2013-04-03 00:00:00+08:00,22527.119140625,22527.119140625,22283.16015625,22337.490234375,22337.490234375,1238359400
2013-04-05 00:00:00+08:00,22230.9296875,22230.9296875,21703.279296875,21726.900390625,21726.900390625,2324356800
2013-04-08 00:00:00+08:00,21733.779296875,21772.23046875,21612.05078125,21718.05078125,21718.05078125,1362666000
2013-04-09 00:00:00+08:00,21800.240234375,21979.080078125,21800.240234375,21870.33984375,21870.33984375,1350849700
2013-04-10 00:00:00+08:00,21963.369140625,22038.890625,21858.810546875,22034.560546875,22034.560546875,1484676600
2013-04-11 00:00:00+08:00,22198.490234375,22251.619140625,22058.30078125,22101.26953125,22101.26953125,1423110500
2013-04-12 00:00:00+08:00,22185.359375,22185.359375,22049.580078125,22089.05078125,22089.05078125,1304977800
2013-04-15 00:00:00+08:00,21998.740234375,21998.740234375,21735.310546875,21772.669921875,21772.669921875,1514316600
2013-04-16 00:00:00+08:00,21571.580078125,21813.55078125,21475.330078125,21672.029296875,21672.029296875,1641271700
2013-04-17 00:00:00+08:00,21794.689453125,21798.5703125,21550.720703125,21569.669921875,21569.669921875,1913726200
2013-04-18 00:00:00+08:00,21440.330078125,21618.0703125,21423.25,21512.51953125,21512.51953125,1413713300
2013-04-19 00:00:00+08:00,21517.939453125,22016.970703125,21496.2890625,22013.5703125,22013.5703125,1998233200
2013-04-22 00:00:00+08:00,22038.130859375,22131.650390625,21956.529296875,22044.369140625,22044.369140625,1290323900
2013-04-23 00:00:00+08:00,22085.69921875,22085.69921875,21747.470703125,21806.609375,21806.609375,1798622000
2013-04-24 00:00:00+08:00,22067.0390625,22195.9296875,21962.900390625,22183.05078125,22183.05078125,1757855600
2013-04-25 00:00:00+08:00,22298.640625,22486.44921875,22214.650390625,22401.240234375,22401.240234375,1835601000
2013-04-26 00:00:00+08:00,22559.970703125,22690.330078125,22528.94921875,22547.7109375,22547.7109375,1826670400
2013-04-29 00:00:00+08:00,22567.630859375,22647.58984375,22488.650390625,22580.76953125,22580.76953125,1351365700
2013-04-30 00:00:00+08:00,22769.58984375,22862.689453125,22669.5390625,22737.009765625,22737.009765625,1599208700
2013-05-02 00:00:00+08:00,22692.330078125,22706.0703125,22552.310546875,22668.30078125,22668.30078125,1434954200
2013-05-03 00:00:00+08:00,22811.83984375,22886.169921875,22678.669921875,22689.9609375,22689.9609375,1280291900
2013-05-06 00:00:00+08:00,22967.779296875,22980.560546875,22864.91015625,22915.08984375,22915.08984375,1327646200
2013-05-07 00:00:00+08:00,22924.2890625,23058.740234375,22855.580078125,23047.08984375,23047.08984375,1422320300
2013-05-08 00:00:00+08:00,23215.94921875,23270.0,23156.259765625,23244.349609375,23244.349609375,1760443200
2013-05-09 00:00:00+08:00,23353.6796875,23353.6796875,23126.810546875,23211.48046875,23211.48046875,1413765800
2013-05-10 00:00:00+08:00,23213.58984375,23330.599609375,23144.119140625,23321.220703125,23321.220703125,1413419200
2013-05-13 00:00:00+08:00,23245.580078125,23245.580078125,22958.869140625,22989.810546875,22989.810546875,1488626800
2013-05-14 00:00:00+08:00,23124.240234375,23145.91015625,22878.640625,22930.279296875,22930.279296875,1382633400
2013-05-15 00:00:00+08:00,23074.259765625,23163.560546875,23002.3203125,23044.240234375,23044.240234375,1505988700
2013-05-16 00:00:00+08:00,23110.189453125,23163.0,22955.900390625,23082.6796875,23082.6796875,1320853000
2013-05-20 00:00:00+08:00,23348.740234375,23512.419921875,23348.740234375,23493.029296875,23493.029296875,1583330000
2013-05-21 00:00:00+08:00,23425.689453125,23446.0,23337.75,23366.369140625,23366.369140625,3484208800
2013-05-22 00:00:00+08:00,23341.060546875,23423.509765625,23179.4609375,23261.080078125,23261.080078125,1471641800
2013-05-23 00:00:00+08:00,23066.7109375,23123.4296875,22605.689453125,22669.6796875,22669.6796875,2505754800
2013-05-24 00:00:00+08:00,22679.359375,22781.5390625,22470.529296875,22618.669921875,22618.669921875,1412875700
2013-05-27 00:00:00+08:00,22571.630859375,22729.869140625,22544.890625,22686.05078125,22686.05078125,993591200
