,VT
Start,2013-01-02 00:00:00-05:00
End,2023-02-08 00:00:00-05:00
Duration,3689 days 00:00:00
Exposure Time [%],40.56603773584906
Equity Final [$],17001646.625234384
Equity Peak [$],18525076.761198483
Return [%],30.78189711718757
Buy & Hold Return [%],83.92078664043161
Return (Ann.) [%],2.6939390989471512
Volatility (Ann.) [%],7.573544954152347
Sharpe Ratio,0.355703850080159
Sortino Ratio,0.4934107975318156
Calmar Ratio,0.265240142985817
Max. Drawdown [%],-10.156604006548143
Avg. Drawdown [%],-1.5622556263048597
Max. Drawdown Duration,659 days 00:00:00
Avg. Drawdown Duration,47 days 00:00:00
# Trades,15
Win Rate [%],53.333333333333336
Best Trade [%],12.002425117599103
Worst Trade [%],-4.20841683366735
Avg. Trade [%],1.8051760296895702
Max. Trade Duration,455 days 00:00:00
Avg. Trade Duration,99 days 00:00:00
Profit Factor,2.1181941411797394
Expectancy [%],2.0140190299598304
SQN,0.9855675621846977
_strategy,MeanReversion_withRACD
_equity_curve,"                                 Equity  DrawdownPct  DrawdownDuration
Date                                                                  
2013-01-02 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-03 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-04 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-07 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-08 00:00:00-05:00  1.300000e+07     0.000000               NaT
...                                 ...          ...               ...
2023-02-02 00:00:00-05:00  1.700165e+07     0.082236               NaT
2023-02-03 00:00:00-05:00  1.700165e+07     0.082236               NaT
2023-02-06 00:00:00-05:00  1.700165e+07     0.082236               NaT
2023-02-07 00:00:00-05:00  1.700165e+07     0.082236               NaT
2023-02-08 00:00:00-05:00  1.700165e+07     0.082236 482 days 01:00:00

[2544 rows x 3 columns]"
_trades,"      Size  EntryBar  ExitBar  EntryPrice   ExitPrice           PnL  ReturnPct                 EntryTime                  ExitTime          Duration
0   243050       103      117   53.486761   51.244801 -5.449084e+05  -0.041916 2013-05-31 00:00:00-04:00 2013-06-20 00:00:00-04:00  20 days 00:00:00
1   217349       267      581   57.304379   64.099998  1.477021e+06   0.118588 2014-01-24 00:00:00-05:00 2015-04-24 00:00:00-04:00 454 days 23:00:00
2   215570      1078     1160   64.629000   68.330002  7.978250e+05   0.057265 2017-04-13 00:00:00-04:00 2017-08-10 00:00:00-04:00 119 days 00:00:00
3   215140      1160     1264   68.466662   76.529602  1.734661e+06   0.117764 2017-08-10 00:00:00-04:00 2018-01-09 00:00:00-05:00 152 days 01:00:00
4   223196      1282     1286   73.767243   70.675203 -6.901310e+05  -0.041916 2018-02-05 00:00:00-05:00 2018-02-09 00:00:00-05:00   4 days 00:00:00
5   213377      1360     1412   73.927559   74.699997  1.648205e+05   0.010449 2018-05-29 00:00:00-04:00 2018-08-10 00:00:00-04:00  73 days 00:00:00
6   212951      1412     1450   74.849397   74.879997  6.516367e+03   0.000409 2018-08-10 00:00:00-04:00 2018-10-04 00:00:00-04:00  55 days 00:00:00
7   212526      1450     1454   75.029757   71.884797 -6.683857e+05  -0.041916 2018-10-04 00:00:00-04:00 2018-10-10 00:00:00-04:00   6 days 00:00:00
8   212589      1554     1698   71.863441   74.019997  4.584600e+05   0.030009 2019-03-07 00:00:00-05:00 2019-10-01 00:00:00-04:00 207 days 23:00:00
9   212165      1698     1773   74.168037   83.070000  1.888685e+06   0.120024 2019-10-01 00:00:00-04:00 2020-01-17 00:00:00-05:00 108 days 01:00:00
10  218773      1778     1797   80.560802   79.070000 -3.261472e+05  -0.018505 2020-01-27 00:00:00-05:00 2020-02-24 00:00:00-05:00  28 days 00:00:00
11  218336      1797     1800   79.228140   75.907200 -7.250808e+05  -0.041916 2020-02-24 00:00:00-05:00 2020-02-27 00:00:00-05:00   3 days 00:00:00
12  176976      2031     2145   93.646919  104.675199  1.951741e+06   0.117764 2021-01-27 00:00:00-05:00 2021-07-12 00:00:00-04:00 165 days 23:00:00
13 -177306      2212     2228  104.480622  108.877603 -7.796110e+05  -0.042084 2021-10-14 00:00:00-04:00 2021-11-05 00:00:00-04:00  22 days 00:00:00
14  168779      2242     2281  105.139860  100.732800 -7.438192e+05  -0.041916 2021-11-26 00:00:00-05:00 2022-01-24 00:00:00-05:00  59 days 00:00:00"
