,Equity,DrawdownPct,DrawdownDuration
0,13000.0,0.0,
1,13000.0,0.0,
2,13000.0,0.0,
3,13000.0,0.0,
4,13000.0,0.0,
5,13000.0,0.0,
6,13000.0,0.0,
7,13000.0,0.0,
8,13000.0,0.0,
9,13000.0,0.0,
10,13000.0,0.0,
11,13000.0,0.0,
12,13000.0,0.0,
13,13000.0,0.0,
14,13000.0,0.0,
15,13000.0,0.0,
16,13000.0,0.0,
17,13000.0,0.0,
18,13000.0,0.0,
19,13000.0,0.0,
20,13000.0,0.0,
21,13000.0,0.0,
22,13000.0,0.0,
23,13000.0,0.0,
24,13000.0,0.0,
25,13000.0,0.0,
26,13000.0,0.0,
27,13000.0,0.0,
28,13000.0,0.0,
29,13000.0,0.0,
30,13000.0,0.0,
31,13000.0,0.0,
32,13000.0,0.0,
33,13000.0,0.0,
34,13000.0,0.0,
35,13000.0,0.0,
36,13000.0,0.0,
37,13000.0,0.0,
38,13000.0,0.0,
39,13000.0,0.0,
40,13000.0,0.0,
41,13000.0,0.0,
42,13000.0,0.0,
43,13000.0,0.0,
44,13000.0,0.0,
45,13000.0,0.0,
46,13000.0,0.0,
47,13000.0,0.0,
48,13000.0,0.0,
49,13000.0,0.0,
50,13000.0,0.0,
51,13000.0,0.0,
52,13000.0,0.0,
53,13000.0,0.0,
54,13000.0,0.0,
55,13000.0,0.0,
56,13000.0,0.0,
57,13000.0,0.0,
58,13000.0,0.0,
59,13000.0,0.0,
60,13000.0,0.0,
61,13000.0,0.0,
62,13000.0,0.0,
63,13000.0,0.0,
64,13000.0,0.0,
65,13000.0,0.0,
66,13000.0,0.0,
67,13000.0,0.0,
68,13000.0,0.0,
69,13000.0,0.0,
70,13000.0,0.0,
71,13000.0,0.0,
72,13000.0,0.0,
73,13000.0,0.0,
74,13000.0,0.0,
75,13000.0,0.0,
76,13000.0,0.0,
77,13000.0,0.0,
78,13000.0,0.0,
79,13000.0,0.0,
80,13000.0,0.0,
81,13000.0,0.0,
82,13000.0,0.0,
83,13000.0,0.0,
84,13000.0,0.0,
85,13000.0,0.0,
86,13000.0,0.0,
87,13000.0,0.0,
88,13000.0,0.0,
89,13000.0,0.0,
90,13000.0,0.0,
91,13000.0,0.0,
92,13000.0,0.0,
93,13000.0,0.0,
94,13000.0,0.0,
95,13000.0,0.0,
96,13000.0,0.0,
97,13000.0,0.0,
98,13000.0,0.0,
99,13000.0,0.0,
100,13000.0,0.0,
101,13000.0,0.0,
102,13000.0,0.0,
103,13000.0,0.0,
104,13000.0,0.0,
105,13000.0,0.0,
106,13000.0,0.0,
107,13000.0,0.0,
108,13000.0,0.0,
109,13000.0,0.0,
110,13000.0,0.0,
111,13000.0,0.0,
112,13000.0,0.0,
113,13000.0,0.0,
114,13000.0,0.0,
115,13000.0,0.0,
116,13000.0,0.0,
117,13000.0,0.0,
118,13000.0,0.0,
119,13000.0,0.0,
120,13000.0,0.0,
121,13117.204896224976,0.0,
122,13509.894784225467,0.0,
123,13179.595624221802,0.02444868485499474,
124,13124.545064224243,0.02852351747780968,
125,13326.394784225467,0.013582637239651918,
126,13179.595624221802,0.02444868485499474,
127,13179.595624221802,0.02444868485499474,
128,13337.51160762024,0.012759771956663002,
129,13314.47254512024,0.01446511924973748,
130,13203.11219355774,0.02270799259117373,
131,13072.55213496399,0.03237202481932955,
132,13283.75184199524,0.016739060210467338,
133,12625.11496699524,0.06549124411119189,
134,12257.918266967774,0.09267107829141175,
135,12096.400911468505,0.10462656410969218,
136,12061.906915382386,0.10717980354175616,
137,11889.406915382386,0.11994822274524364,
138,11696.207757667542,0.13424878990735278,
139,11589.395787147521,0.14215499289604938,
140,11468.452919540405,0.15110716236433663,
141,11320.173382339477,0.16208278723552838,
142,11101.932046585081,0.17823697194533228,
143,11101.932046585081,0.17823697194533228,
144,10854.798046951293,0.19652978647726704,
145,10812.798230056762,0.19963860542555156,
146,10812.798230056762,0.19963860542555156,
147,10637.118054275512,0.21264242067260886,
148,10637.118054275512,0.21264242067260886,
149,10677.636865020751,0.20964322553509007,
150,10886.376595855712,0.1941923479250962,
151,10930.47704446411,0.1909280405923781,
152,10859.916550994873,0.19615091572177035,
153,10874.61744821167,0.1950627579343417,
154,10880.497582794189,0.19462751142232704,
155,10912.83664071655,0.1922337801284223,
156,10904.016999603271,0.19288660838905214,
157,10912.83664071655,0.1922337801284223,
158,10877.556954742431,0.19484517618572628,
159,10992.216775299072,0.18635807673839966,
160,11189.19735848999,0.1717776091376514,
161,11127.457627655029,0.17634757299162973,
162,10951.056954742431,0.18940471930771863,
163,10933.416550994873,0.1907104588437627,
164,10951.056954742431,0.18940471930771863,
165,10921.65740335083,0.19158086885300818,
166,10971.636865020751,0.18788139802305914,
167,10854.037537933349,0.19658607921900118,
168,10924.596909881591,0.19136328710439277,
169,10886.376595855712,0.1941923479250962,
170,10915.77726876831,0.19201611536502283,
171,11380.29668557739,0.15763247106370182,
172,11559.636865020751,0.1443577429989974,
173,11400.876595855712,0.15610914977904222,
174,11647.83664071655,0.13782921134834514,
175,11741.916550994873,0.13086543318567778,
176,12177.037537933349,0.09865785541486227,
177,12227.016999603271,0.09495838458491335,
178,12115.29668557739,0.10322790228362466,
179,12135.876595855712,0.10170458099896507,
180,12159.39713418579,0.09996359495090634,
181,12132.93708932495,0.10192216274758048,
182,12024.15740335083,0.10997401568289245,
183,12127.056954742431,0.10235740925959513,
184,11927.136865020751,0.11715545860895882,
185,11927.136865020751,0.11715545860895882,
186,11773.07519052124,0.12855907625070384,
187,11832.275416351318,0.12417708610380773,
188,11687.234919525146,0.13491295778472756,
189,11702.035822845459,0.13381739756337074,
190,11719.795100189209,0.13250285902495917,
191,11426.873164154053,0.15418488843477962,
192,11426.873164154053,0.15418488843477962,
193,11390.449712936403,0.1568809457912128,
194,11314.010046188356,0.16253899627709079,
195,11420.47987956238,0.154658118218859,
196,11510.569338027954,0.14798971258695381,
197,11379.529462997438,0.15768926074209721,
198,11587.010046188356,0.14233158501591925,
199,11709.860254470826,0.13323823453136086,
200,11843.629671279909,0.12333664618107443,
201,11758.999296371461,0.1296009714226939,
202,11570.629671279909,0.14354405744224596,
203,11507.839796249391,0.14819175278209662,
204,11507.839796249391,0.14819175278209662,
205,11379.221078781131,0.15771208728673236,
206,11390.341333297732,0.15688896803271812,
207,11532.120866683963,0.14639447228344138,
208,11387.560739425662,0.15709478709470792,
209,11065.080781845096,0.18096469598231102,
210,11025.270694869996,0.1839114315128929,
211,10964.447728622437,0.1884135366157822,
212,11122.437886703492,0.17671913332068556,
213,10563.825954788208,0.2180674887917834,
214,10563.574877296449,0.21808607350289833,
215,10506.15555432892,0.22233624153785403,
216,10516.59479764557,0.22156353061127898,
217,10657.535036598207,0.21113115928613713,
218,10853.285036598207,0.19664177923348392,
219,10827.185434852601,0.19857366709511848,
220,10790.645594154357,0.2012783395801263,
221,10513.985235725404,0.22175668991872322,
222,10485.275076423646,0.2238818107846,
223,10477.445395027162,0.22446136240373082,
224,10383.485235725404,0.23141627662049202,
225,10383.485235725404,0.23141627662049202,
226,10329.909684951785,0.23538192932388513,
227,10350.15014820862,0.23388373384715422,
228,10448.819993789675,0.2265802094928222,
229,10413.40014820862,0.2292019801392089,
230,10345.090032394412,0.23425828271633697,
231,10284.369607742312,0.23875279770863722,
232,10443.759877975466,0.22695475836200485,
233,10512.069993789675,0.22189845578487677,
234,10787.840032394412,0.20148600676071904,
235,10724.590032394412,0.20616776046866447,
236,10808.07953053284,0.1999878827218805,
237,10840.969800765994,0.19755335079113912,
238,10843.499376113896,0.1973661120754937,
239,10851.090032394412,0.19680425305277371,
240,11020.599569137576,0.1842571874056682,
241,11119.26941471863,0.1769536630513362,
242,11033.249376113896,0.1833208509516575,
243,11286.249376113896,0.16459383611987577,
244,11152.159684951785,0.1745191311205947,
245,11131.919221694949,0.1760173265973255,
246,11142.039453323367,0.1752682288589601,
247,11058.549955184939,0.18144810660574406,
248,11058.549955184939,0.18144810660574406,
249,10849.531191513064,0.19691963817651037,
250,10593.633457138063,0.2158611427893956,
251,10593.633457138063,0.2158611427893956,
252,10759.737494262696,0.20356615161606828,
253,10771.587313446045,0.20268903011567097,
254,10792.917349609375,0.20111018464692343,
255,10785.807638916016,0.20163644416314563,
256,10946.967711242676,0.1897074043815158,
257,10944.597204956055,0.1898828688336438,
258,10882.977602752686,0.19444394078775828,
259,10994.366987976073,0.18619891837992664,
260,11105.757277282715,0.17795382905201385,
261,11015.697024139403,0.1846200729111791,
262,11020.437132629395,0.18426921092700388,
263,11039.397566589356,0.18286576299030344,
264,10965.927241119385,0.18830402336489627,
265,10999.107096466065,0.18584805639575142,
266,11186.337313446045,0.17198930916119892,
267,11063.097204956055,0.18111151998950892,
268,11176.857096466065,0.17269103312954903,
269,11176.857096466065,0.17269103312954903,
270,11176.857096466065,0.17269103312954903,
271,11176.857096466065,0.17269103312954903,
272,11114.949423812868,0.17727342800693047,
273,11373.579566024782,0.15812967105377507,
274,11331.639494918825,0.1612340676294559,
275,11243.099246047976,0.16778780104374058,
276,11336.29960157776,0.1608891273665327,
277,11343.289317153933,0.16037174986746194,
278,11455.129210494997,0.15209338092918923,
279,11347.949423812868,0.16002680960453874,
280,11473.76963713074,0.15071361987749643,
281,11394.54960157776,0.1565774727659347,
282,11527.359530471804,0.14674690553982161,
283,11331.639494918825,0.1612340676294559,
284,11331.639494918825,0.1612340676294559,
285,11153.86203077698,0.17439312378653438,
286,11438.211815628054,0.15334560347696924,
287,11461.71235350037,0.1516060978592233,
288,11066.912281784058,0.18082912868380774,
289,11151.512425216677,0.1745670411706317,
290,11153.86203077698,0.17439312378653438,
291,11109.21235350037,0.1776980849272195,
292,11109.21235350037,0.1776980849272195,
293,11208.000183334356,0.17038582739954933,
294,11342.400696029667,0.16043752544443413,
295,11246.080627670292,0.16756711970832439,
296,11308.800354232792,0.1629246167455527,
297,11264.000183334356,0.16624071739725765,
298,11237.120422592167,0.16823035248853724,
299,11425.280456771854,0.1543027803508631,
300,11205.760559310917,0.17055160396992308,
301,11205.760559310917,0.17055160396992308,
302,11253.441488311772,0.16702227011778015,
303,11271.521902130131,0.16568396111485073,
304,11445.542005584723,0.1528030241250392,
305,11348.361936614992,0.1599962754805716,
306,11407.121557281498,0.15564689884922167,
307,11380.001798675541,0.1576542985395304,
308,11576.621557281498,0.14310053911014264,
309,11646.681867645268,0.1379146874449192,
310,11563.061246917729,0.1441042708623398,
311,11461.361936614992,0.15163203565451888,
312,11784.542005584723,0.12771030464688116,
313,11639.901281402592,0.13841658522806055,
314,11544.981695220951,0.14544251605118375,
315,11393.561246917729,0.15665063060141882,
316,11393.561246917729,0.15665063060141882,
317,11503.68629566956,0.1484991941534891,
318,11517.666615646367,0.14746437336471951,
319,11447.765904586797,0.15263841151793944,
320,11196.126366775517,0.17126472518139602,
321,11326.606686752324,0.1616065951914305,
322,10917.178763931277,0.19191237694326968,
323,10930.324979034425,0.19093929644833507,
324,10792.854943481447,0.20111480393737136,
325,10764.895192352298,0.20318437972428238,
326,10573.835263458253,0.2173266015509936,
327,10459.291814971924,0.2258050871584516,
328,10459.291814971924,0.2258050871584516,
329,10412.85804248047,0.22924210670842415,
330,10421.377424957276,0.2286115035384606,
331,10440.547457458497,0.22719254115515586,
332,10227.547457458497,0.2429587631281579,
333,10242.458204986573,0.24185507225815295,
334,10020.937814971925,0.2582519719788896,
335,10020.937814971925,0.2582519719788896,
336,10020.937814971925,0.2582519719788896,
337,10126.846758392336,0.2504126108948882,
338,9980.687284973146,0.2612313090234517,
339,9964.446913269045,0.2624334184375875,
340,10108.576727416994,0.25176495532592513,
341,10222.25700619507,0.24335036138616972,
342,10396.837130096437,0.23042797178286867,
343,10372.47734692383,0.23223107858434056,
