,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
121,-79,1622,1639,107.81393878173829,106.62000274658205,94.32094677734307,0.011074041526052403,1622,1639,17
122,81,1640,1662,106.60277938842773,115.7300033569336,739.3051414489746,0.08561900562882196,1640,1662,22
123,-82,1663,1673,113.66221939086914,116.70999908447266,-249.91793487548833,-0.026814360215179356,1663,1673,10
124,78,1674,1680,116.37227938842773,114.0999984741211,-177.23791131591747,-0.019525963796946932,1674,1680,6
125,-78,1681,1689,114.09135969543458,117.62000274658205,-275.2341579895026,-0.030928223316534442,1681,1689,8
126,72,1690,1696,118.8672572479248,113.88479736328124,-358.73711169433636,-0.041916167664670656,1690,1696,6
127,-73,1696,1719,112.61431634521485,109.0199966430664,262.38533825683606,0.031917076076990014,1696,1719,23
128,78,1720,1729,109.19796336364746,107.33000183105467,-145.70099954223738,-0.017106193879936726,1720,1729,9
129,-76,1730,1741,109.84985969543457,112.23999786376952,-181.65050079345565,-0.021758226864938557,1730,1741,11
130,-78,1743,1759,104.97962243652343,97.62000274658205,574.0503358154278,0.07010522155755916,1743,1759,16
131,88,1760,1780,99.50861755371095,103.5,351.24165527343655,0.040110922495075974,1760,1780,20
132,-88,1781,1791,103.67223725891112,105.5500030517578,-165.2433897705073,-0.01811252310642386,1781,1791,10
133,85,1792,1801,105.39036030578613,104.19000244140624,-102.03041847229116,-0.011389636214328314,1792,1801,9
134,-85,1802,1809,103.90178060913085,105.33999633789062,-122.24833694458063,-0.013842070081264701,1802,1809,7
135,82,1810,1814,106.76310305786131,102.28800292968748,-366.9582105102545,-0.04191616766467077,1810,1814,4
136,-82,1814,1822,102.66426274108888,105.13999938964844,-203.010405181884,-0.024114882652040093,1814,1822,8
137,77,1823,1845,105.56069847106933,115.08999633789062,733.7559357452398,0.09027316041711253,1823,1845,22
138,-79,1846,1865,112.9835790863037,109.73999786376952,256.2429165802009,0.028708430453035505,1846,1865,19
139,83,1866,1879,110.35025724792479,108.66000366210938,-140.29104762267923,-0.015317169420075771,1866,1879,13
140,-84,1880,1883,107.54448213195802,112.0704022216797,-380.1772875366211,-0.04208416833667328,1880,1883,3
141,77,1883,1906,112.02360305786131,112.94000244140624,70.56275253295942,0.008180413399768938,1883,1906,23
142,-77,1907,1921,112.70414030456543,108.72000122070312,306.7787094573973,0.03535042344580941,1907,1921,14
143,85,1922,1943,106.23203663635253,117.33000183105467,943.327041549682,0.10446909939881954,1922,1943,21
144,-84,1944,1956,117.764,116.13999938964844,136.4160512695309,0.013790297632141901,1944,1956,12
145,86,1957,1978,116.68289694213868,129.16000366210938,1073.0311779174795,0.10693175304138958,1957,1978,21
146,-87,1979,1995,128.22303573608397,133.61919555664062,-469.4659043884283,-0.0420841683366735,1979,1995,16
147,79,1995,2013,135.31007327270507,138.33999633789062,239.36392214965898,0.02239244271990759,1995,2013,18
148,-79,2014,2035,137.95353573608398,137.58999633789062,28.719612457274906,0.002635230740941852,2014,2035,21
149,79,2036,2047,137.88522061157227,132.1056005859375,-456.58998202514573,-0.041916167664670545,2036,2047,11
150,-80,2047,2068,131.89568365478516,88.43000030517578,3477.2546679687503,0.32954591192971494,2047,2068,21
151,152,2069,2074,91.91346336364747,88.06080322265625,-585.6043414306653,-0.04191616766467077,2069,2074,5
152,159,2074,2101,84.52872061157227,89.97000122070312,865.1636168518062,0.06437197404341077,2074,2101,27
153,-164,2102,2106,86.85593878173827,90.51119873046875,-599.4626315917978,-0.0420841683366735,2102,2106,4
154,142,2111,2123,96.01163969421387,97.20999908447266,170.16703341674776,0.012481396985567939,2111,2123,12
155,-139,2124,2126,99.67026274108888,103.86480285644534,-583.041076034548,-0.0420841683366735,2124,2126,2
156,-130,2126,2144,101.85587756347658,97.6500015258789,546.7638848876979,0.04129242355186202,2126,2144,18
157,140,2145,2157,98.4064190826416,97.0199966430664,-194.09914154052785,-0.014088739865748878,2145,2157,12
158,-141,2158,2164,96.44671939086913,100.50559936523437,-572.3020763854988,-0.0420841683366735,2158,2164,6
159,129,2164,2172,100.84127938842774,97.37000274658205,-447.7946867980941,-0.03442317137285389,2164,2172,8
160,-130,2173,2175,97.12535969543457,101.21279968261719,-531.3671983337406,-0.04208416833667328,2173,2175,2
161,-120,2175,2182,100.299,104.52000000000001,-506.52000000000044,-0.04208416833667328,2175,2182,7
162,114,2182,2190,101.53266183471678,99.6999969482422,-208.92379705810154,-0.018050003352201416,2182,2190,8
163,-115,2191,2200,98.36287756347657,96.2699966430664,240.6813058471692,0.021277142070793564,2191,2200,9
164,119,2201,2213,97.16394122314453,99.8000030517578,313.6913576049785,0.027130042229960072,2201,2213,12
165,-119,2214,2216,100.16926274108889,102.87999725341795,-322.57740696715916,-0.027061540018873842,2214,2216,2
166,111,2217,2219,104.01761755371095,99.65759765625,-483.9622086181648,-0.04191616766467077,2217,2219,2
167,-112,2219,2224,99.13134182739256,103.30320190429687,-467.24832861328264,-0.0420841683366735,2219,2224,5
168,102,2224,2225,103.6168236694336,99.273603515625,-443.0084556884774,-0.04191616766467077,2224,2225,1
169,101,2225,2256,100.4505,119.08000183105467,1881.5796849365215,0.1854595231587166,2225,2256,31
170,96,2259,2276,125.32013969421386,135.97000122070312,1022.386706542969,0.08498124525296058,2259,2276,17
171,-97,2277,2286,134.5603418273926,135.13999938964844,-56.2267835388171,-0.004307789014087016,2277,2286,9
172,94,2287,2302,138.5265,147.1699981689453,812.4888278808595,0.062395990434648274,2287,2302,15
173,-92,2303,2312,150.199,156.52,-581.5319999999998,-0.04208416833667328,2303,2312,9
174,85,2312,2317,156.46229388427736,155.13999938964844,-112.39503204345823,-0.0084512022788501,2312,2317,5
175,-87,2318,2330,150.66806121826173,155.1199951171875,-387.3182492065423,-0.02954796035024687,2318,2330,12
176,81,2331,2335,156.59255877685547,150.028798828125,-531.6645558471687,-0.04191616766467077,2331,2335,4
177,-80,2335,2345,151.86565817260743,155.19000244140625,-265.947541503906,-0.02189003299890513,2335,2345,10
178,77,2346,2359,154.11761755371094,161.11000061035156,538.4134953613277,0.04537043309927702,2346,2359,13
179,-78,2360,2367,160.50834182739257,166.0500030517578,-432.2495755004889,-0.0345256898256705,2360,2367,7
180,72,2368,2374,166.39211755371093,160.39999389648438,-431.4329033203121,-0.0360120644254216,2368,2374,6
181,-73,2375,2387,159.96941329956056,154.13999938964844,425.5472154235847,0.03644080321152332,2375,2387,12
182,77,2388,2399,155.85107327270507,151.91000366210938,-303.46236001586817,-0.02528740757338055,2388,2399,11
183,-80,2400,2402,146.6760612182617,152.84880126953126,-493.81920410156454,-0.0420841683366735,2400,2402,2
184,-74,2402,2414,152.55428060913087,157.5,-365.9832349243156,-0.0324194075126667,2402,2414,12
185,69,2415,2423,157.6446618347168,154.27999877929688,-232.1617508239748,-0.021343336439438865,2415,2423,8
186,-69,2424,2427,154.4105612182617,160.90880126953127,-448.3785635375998,-0.0420841683366735,2424,2427,3
187,63,2427,2440,161.2418381652832,157.07000732421875,-262.82534298706116,-0.025873128764434372,2427,2440,13
188,-63,2441,2448,157.84368365478517,163.0399932861328,-327.3675067749017,-0.03292060544349895,2441,2448,7
189,57,2449,2461,167.31395571899415,161.0,-359.89547598266665,-0.03773717315965275,2449,2461,12
190,-57,2462,2466,163.14306121826172,170.00880126953126,-391.3471829223638,-0.0420841683366735,2462,2466,4
191,52,2466,2477,171.1816763305664,168.2899932861328,-150.36751831054676,-0.016892480003814825,2466,2477,11
192,-52,2478,2490,167.7139030456543,168.27999877929688,-29.436978149414358,-0.0033753655681634243,2478,2490,12
193,52,2491,2492,167.29392672729492,160.2816064453125,-364.64065466308614,-0.041916167664670656,2491,2492,1
194,-51,2492,2511,161.6061326904297,157.25999450683594,221.65304736328133,0.02689339885336617,2492,2511,19
195,54,2512,2526,158.47632366943358,157.88999938964844,-31.66151110839786,-0.003699759473270947,2512,2526,14
196,-56,2527,2537,150.967464263916,151.14999389648438,-10.221659423828214,-0.0012090660292820576,2527,2537,10
197,56,2538,2549,150.23988244628907,151.42999267578125,66.64617285156191,0.007921400164284886,2538,2549,11
198,-56,2550,2567,151.83571939086914,138.39999389648438,752.4006276855471,0.08848856875237188,2550,2567,17
199,66,2568,2579,140.43029388427735,134.543994140625,-388.49578308105566,-0.04191616766467077,2568,2579,11
200,-66,2579,2591,135.03937756347656,131.5800018310547,228.3187983398438,0.025617533158398653,2579,2591,12
201,70,2592,2594,130.82111755371093,125.33759765625,-383.84639282226556,-0.041916167664670656,2592,2594,2
202,-69,2594,2601,126.51645664978027,127.0999984741211,-40.264385879517064,-0.004612378814529805,2594,2601,7
203,70,2602,2605,124.16783816528321,118.9631982421875,-364.3247946166998,-0.04191616766467077,2602,2605,3
204,-71,2605,2614,118.65221939086913,123.64559936523438,-354.5299781799321,-0.0420841683366735,2605,2614,9
205,64,2614,2626,124.84919847106934,125.30999755859376,29.49114160156296,0.0036908453812076747,2614,2626,12
206,-67,2627,2638,119.31090304565429,115.81999969482422,233.89052450561445,0.02925887963059226,2627,2638,11
207,72,2639,2642,115.53060305786131,110.68800292968749,-348.6672092285156,-0.041916167664670656,2639,2642,3
208,-71,2643,2649,111.66621939086914,108.0,260.30157675170926,0.03283194694750213,2643,2649,6
