,IBM
Start,2013-01-02 00:00:00-05:00
End,2023-02-08 00:00:00-05:00
Duration,3689 days 00:00:00
Exposure Time [%],22.48427672955975
Equity Final [$],16275375.373191329
Equity Peak [$],18015969.33965062
Return [%],25.195195178394837
Buy & Hold Return [%],-27.560439492551552
Return (Ann.) [%],2.250797117114822
Volatility (Ann.) [%],9.813477789362505
Sharpe Ratio,0.22935774303729653
Sortino Ratio,0.3553092385329856
Calmar Ratio,0.08583640590601697
Max. Drawdown [%],-26.2219403685103
Avg. Drawdown [%],-4.175077645244704
Max. Drawdown Duration,1594 days 00:00:00
Avg. Drawdown Duration,123 days 00:00:00
# Trades,20
Win Rate [%],35.0
Best Trade [%],15.984290393908074
Worst Trade [%],-4.20841683366735
Avg. Trade [%],1.1298598911751334
Max. Trade Duration,141 days 00:00:00
Avg. Trade Duration,41 days 00:00:00
Profit Factor,1.5469763898786044
Expectancy [%],1.4212315347568616
SQN,0.6243467407099331
_strategy,MeanReversion_withRACD
_equity_curve,"                                 Equity  DrawdownPct  DrawdownDuration
Date                                                                  
2013-01-02 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-03 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-04 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-07 00:00:00-05:00  1.300000e+07     0.000000               NaT
2013-01-08 00:00:00-05:00  1.300000e+07     0.000000               NaT
...                                 ...          ...               ...
2023-02-02 00:00:00-05:00  1.627538e+07     0.096614               NaT
2023-02-03 00:00:00-05:00  1.627538e+07     0.096614               NaT
2023-02-06 00:00:00-05:00  1.627538e+07     0.096614               NaT
2023-02-07 00:00:00-05:00  1.627538e+07     0.096614               NaT
2023-02-08 00:00:00-05:00  1.627538e+07     0.096614 111 days 01:00:00

[2544 rows x 3 columns]"
_trades,"      Size  EntryBar  ExitBar  EntryPrice   ExitPrice           PnL  ReturnPct                 EntryTime                  ExitTime          Duration
0   -68817       136      200  188.904424  166.195023  1.562793e+06   0.120216 2013-07-18 00:00:00-04:00 2013-10-17 00:00:00-04:00  91 days 00:00:00
1   -81906       376      387  177.798567  185.281072 -6.128620e+05  -0.042084 2014-07-01 00:00:00-04:00 2014-07-17 00:00:00-04:00  16 days 00:00:00
2   -88869       484      580  156.970327  163.576293 -5.870656e+05  -0.042084 2014-12-03 00:00:00-05:00 2015-04-23 00:00:00-04:00 140 days 23:00:00
3   -99133       734      767  134.796791  113.250481  2.135950e+06   0.159843 2015-12-01 00:00:00-05:00 2016-01-20 00:00:00-05:00  50 days 00:00:00
4   112356       829      876  137.942632  140.143402  2.472697e+05   0.015954 2016-04-19 00:00:00-04:00 2016-06-24 00:00:00-04:00  66 days 00:00:00
5   112132       876      909  140.423689  156.960610  1.854318e+06   0.117764 2016-06-24 00:00:00-04:00 2016-08-11 00:00:00-04:00  48 days 00:00:00
6  -118462       970      980  148.574143  154.826763 -7.406978e+05  -0.042084 2016-11-07 00:00:00-05:00 2016-11-21 00:00:00-05:00  14 days 00:00:00
7    99334      1053     1076  169.726914  162.612612 -7.066921e+05  -0.041916 2017-03-09 00:00:00-05:00 2017-04-11 00:00:00-04:00  32 days 23:00:00
8   121215      1583     1598  133.258340  127.672661 -6.770681e+05  -0.041916 2019-04-17 00:00:00-04:00 2019-05-09 00:00:00-04:00  22 days 00:00:00
9   114773      1658     1663  134.838933  129.187002 -6.486891e+05  -0.041916 2019-08-05 00:00:00-04:00 2019-08-12 00:00:00-04:00   7 days 00:00:00
10 -110238      1680     1698  134.501012  140.161376 -6.239871e+05  -0.042084 2019-09-05 00:00:00-04:00 2019-10-01 00:00:00-04:00  26 days 00:00:00
11 -109789      1755     1775  129.367897  134.812238 -5.977287e+05  -0.042084 2019-12-20 00:00:00-05:00 2020-01-22 00:00:00-05:00  33 days 00:00:00
12   96995      1797     1799  140.270414  134.390815 -5.702916e+05  -0.041916 2020-02-24 00:00:00-05:00 2020-02-26 00:00:00-05:00   2 days 00:00:00
13  117581      1853     1869  110.861815  128.001907  2.015349e+06   0.154608 2020-05-13 00:00:00-04:00 2020-06-05 00:00:00-04:00  23 days 00:00:00
14  133137      1873     1956  113.045907  126.358699  1.772425e+06   0.117764 2020-06-11 00:00:00-04:00 2020-10-08 00:00:00-04:00 119 days 00:00:00
15  149627      1964     1968  112.432829  107.720076 -7.051551e+05  -0.041916 2020-10-20 00:00:00-04:00 2020-10-26 00:00:00-04:00   6 days 00:00:00
16  141856      2028     2071  113.620671  127.001149  1.898101e+06   0.117764 2021-01-22 00:00:00-05:00 2021-03-25 00:00:00-04:00  61 days 23:00:00
17 -140702      2468     2472  128.043403  133.432003 -7.581868e+05  -0.042084 2022-10-20 00:00:00-04:00 2022-10-26 00:00:00-04:00   6 days 00:00:00
18  120984      2507     2528  142.644721  140.410004 -2.703650e+05  -0.015666 2022-12-15 00:00:00-05:00 2023-01-18 00:00:00-05:00  34 days 00:00:00
19  120742      2528     2534  140.690824  134.793604 -7.120422e+05  -0.041916 2023-01-18 00:00:00-05:00 2023-01-26 00:00:00-05:00   8 days 00:00:00"
