Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-31,5.758980276271432,5.776798038120612,5.727162705684297,5.736071586608887,990100,0.0,0
2013-02-01,5.772979893260425,5.784434237711242,5.739889349070249,5.757707595825195,1085600,0.0,0
2013-02-04,5.746254206686278,5.821343702681322,5.739890303324153,5.780616760253906,1509500,0.0,0
2013-02-05,5.8137066578795515,5.874796336422358,5.809888704688629,5.841706275939941,926800,0.0,0
2013-02-06,5.825160265495367,5.901522232632189,5.820069338220233,5.859523296356201,1051600,0.0,0
2013-02-07,5.859523139976478,5.887522268247377,5.8366144533473125,5.851886749267578,580400,0.0,0
2013-02-08,5.849343333450083,5.867161099177668,5.800980965188838,5.820071220397949,949800,0.0,0
2013-02-11,5.818798238436004,5.832798049036419,5.775526317260934,5.780616760253906,1099300,0.0,0
2013-02-12,5.765343558979765,5.79970659267306,5.747525797545668,5.767889022827148,1696300,0.0,0
2013-02-13,5.450986180963437,5.513348344631911,5.358078451788026,5.433167934417725,7704900,0.0,0
2013-02-14,5.435712101287706,5.477711515592615,5.422985270860591,5.447166442871094,4137300,0.0,0
2013-02-15,5.4420756502286896,5.487893017688106,5.415349014376521,5.4611663818359375,4157700,0.0,0
2013-02-19,5.45098667859887,5.485349229187282,5.447168239813119,5.472622394561768,2958500,0.0,0
2013-02-20,5.48025752873737,5.496802312853445,5.401349618578743,5.405168056488037,2806300,0.0,0
2013-02-21,5.419168768596536,5.435713555478443,5.379714806921609,5.417895793914795,2203800,0.0,0
2013-02-22,5.430622068440874,5.471349000603029,5.416622746866665,5.45989465713501,1796100,0.0,0
2013-02-25,5.473894458123337,5.518439346843644,5.436986446380615,5.436986446380615,2530900,0.0,0
2013-02-26,5.464985444998176,5.476439789191716,5.422986506620245,5.445895195007324,1666400,0.0,0
2013-02-27,5.450985623631575,5.506984364842679,5.435712842439662,5.498075485229492,1631000,0.0,0
2013-02-28,5.505712502502409,5.566802668615452,5.4891677144486835,5.551529884338379,2217100,0.0,0
2013-03-01,5.5515295128331745,5.588438010786435,5.509530572625831,5.571892738342285,2112100,0.0,0
2013-03-04,5.562984119452942,5.5808018819251455,5.5222576665171585,5.57698392868042,1371200,0.0,0
2013-03-05,5.590984628018101,5.643165434493096,5.5782577915111045,5.635529041290283,1426400,0.0,0
2013-03-06,5.636801113076702,5.641892041062878,5.592256221444084,5.622801303863525,1805900,0.0,0
2013-03-07,5.613893470066976,5.648256512138638,5.555349243795716,5.580802917480469,1527700,0.0,0
2013-03-08,5.590984211118997,5.631710667501796,5.582075329128863,5.599893093109131,3860000,0.0,0
2013-03-11,5.597345937811869,5.6189821343208735,5.548983103407191,5.617709159851074,5795100,0.0,0
2013-03-12,5.6202544953976945,5.653344548396833,5.597345810437714,5.649526596069336,5039200,0.0,0
2013-03-13,5.637972880757407,5.671349134266517,5.609732000506755,5.61229944229126,1164200,0.38,0
2013-03-14,5.623853677946032,5.636690399444465,5.591761384510414,5.620002269744873,1011500,0.0,0
2013-03-15,5.594327388277447,5.664930317743756,5.587908539489175,5.657227993011475,2138700,0.0,0
2013-03-18,5.6341232264531955,5.703442701112294,5.623853946701603,5.693172931671143,1307400,0.0,0
2013-03-19,5.708577874627972,5.789450109465327,5.702159023557744,5.774045944213867,1640100,0.0,0
2013-03-20,5.781748951284703,5.893430019441818,5.754791536503613,5.876741886138916,3084400,0.0,0
2013-03-21,5.871607888727263,5.904983667908507,5.848501391721143,5.853635787963867,1104600,0.0,0
2013-03-22,5.892145099482794,5.962748045052162,5.881875330830765,5.958896636962891,1455400,0.0,0
2013-03-25,5.964031484229341,5.982003089569197,5.911400144438543,5.951194763183594,1147100,0.0,0
2013-03-26,5.969166688789732,6.026932915973994,5.961464361935316,5.994840621948242,920600,0.0,0
2013-03-27,5.9640322734813935,5.990989685058594,5.935791385505577,5.990989685058594,966400,0.0,0
2013-03-28,6.003827651288258,6.03720342842812,5.982004632255173,6.0269341468811035,1128300,0.0,0
2013-04-01,6.020515028812194,6.033351751556694,5.98072040480091,5.990989685058594,902700,0.0,0
2013-04-02,6.008960328670806,6.0128112466245565,5.970449190375445,5.987137317657471,1281900,0.0,0
2013-04-03,6.007677789822468,6.011529198380461,5.897280211825256,5.942209720611572,1417800,0.0,0
2013-04-04,5.952479100986864,5.98328792152132,5.912684966171446,5.969167232513428,995400,0.0,0
2013-04-05,5.9216688495683165,5.933222092310478,5.871604960915427,5.920384883880615,1003800,0.0,0
2013-04-08,5.917819442533684,5.998692169065383,5.8908620302529835,5.992273807525635,999700,0.0,0
2013-04-09,6.0012585029275645,6.0102443053610655,5.933223001734054,5.949910640716553,947000,0.0,0
2013-04-10,5.970449985603959,6.100103123796512,5.956329787996327,6.030783653259277,1777600,0.0,0
2013-04-11,6.043620686379085,6.128344317978347,6.038485802115004,6.111656188964844,1851200,0.0,0
2013-04-12,6.051322541427489,6.132195254918578,6.051322541427489,6.115507125854492,1317400,0.0,0
2013-04-15,6.083415195736857,6.118074932153191,5.998691558837891,5.998691558837891,1222000,0.0,0
2013-04-16,6.056455471197236,6.115505152288367,6.02949807196294,6.100100994110107,1549700,0.0,0
2013-04-17,6.083416091137643,6.096253304490321,6.002543360929437,6.02436637878418,1467000,0.0,0
2013-04-18,6.037199850785476,6.102668379398457,6.037199850785476,6.047469615936279,1696800,0.0,0
2013-04-19,6.071861947506428,6.195096239359934,6.071861947506428,6.170706272125244,1679800,0.0,0
2013-04-22,6.164287657092976,6.177124378331556,6.121925595564516,6.146316051483154,1509500,0.0,0
2013-04-23,6.1013863497655,6.177124177870123,6.084698710634803,6.13347864151001,1852400,0.0,0
2013-04-24,6.252863009664298,6.455686561097151,6.16942333154881,6.186110973358154,3140100,0.0,0
2013-04-25,6.197664505320865,6.218203556692756,6.146317121735945,6.177125453948975,1959000,0.0,0
2013-04-26,6.1745568702238165,6.186110115091001,6.141181101546127,6.171989917755127,1282100,0.0,0
2013-04-29,6.182259541348936,6.202798590070113,6.157869574020522,6.178408622741699,875000,0.0,0
2013-04-30,6.163003510096539,6.27211759617698,6.136046102473769,6.268266677856445,1726400,0.0,0
2013-05-01,6.246443934367452,6.273401343153731,6.146316136195828,6.169422626495361,1110800,0.0,0
2013-05-02,6.173273683268106,6.249011516571045,6.173273683268106,6.249011516571045,1335300,0.0,0
2013-05-03,6.283673552006703,6.32346769766067,6.245162883116851,6.315765857696533,1244600,0.0,0
2013-05-06,6.31576496098705,6.341438899831684,6.281105217000241,6.331169128417969,1647100,0.0,0
2013-05-07,6.328600170863736,6.354274103563516,6.299075319650327,6.352990627288818,1120600,0.0,0
2013-05-08,6.344004292314998,6.352990584936118,6.296507835435242,6.341437339782715,802500,0.0,0
2013-05-09,6.3208993730524075,6.34657282028361,6.225905953352261,6.241310119628906,1265900,0.0,0
2013-05-10,6.254146868867588,6.2926575265464635,6.231040376322347,6.290090084075928,929300,0.0,0
2013-05-13,6.272117651815998,6.306777386076811,6.251578604441759,6.279819488525391,887800,0.0,0
2013-05-14,6.279819981668701,6.3324518149933855,6.269550702019911,6.3286004066467285,1143900,0.0,0
2013-05-15,6.329883611571532,6.465954611116924,6.305493157170379,6.4646711349487305,1410800,0.0,0
2013-05-16,6.442848871395169,6.442848871395169,6.326032938932703,6.365827560424805,1979500,0.0,0
2013-05-17,6.373530046888854,6.387650245491441,6.266983391367756,6.3221821784973145,1283500,0.0,0
2013-05-20,6.322182431637567,6.3260333505297766,6.2502955109489715,6.260565280914307,972500,0.0,0
2013-05-21,6.270834176629376,6.286238830632684,6.179692177379461,6.1976637840271,1790700,0.0,0
2013-05-22,6.189961621221948,6.297791745127196,6.148883525418952,6.195096015930176,1500200,0.0,0
2013-05-23,6.155301093903829,6.161719453730238,6.100102317955672,6.114223003387451,1618400,0.0,0
2013-05-24,6.100103644966855,6.184827286298773,6.084699480094572,6.173274040222168,1021400,0.0,0
2013-05-28,6.231038269718526,6.290087957508452,6.2015134258235625,6.236173152923584,1311100,0.0,0
2013-05-29,6.209217931213712,6.211785373920369,6.084700142923414,6.09240198135376,1126600,0.0,0
2013-05-30,6.1103730392783255,6.128345136603322,6.023081953886671,6.02821683883667,992300,0.0,0
2013-05-31,6.001259125447873,6.016663289833272,5.901131322408438,5.902414798736572,1538200,0.0,0
2013-06-03,5.919102314467099,6.035918235778809,5.825392882178761,6.035918235778809,1902100,0.0,0
2013-06-04,6.039771175240662,6.084700692128056,5.939643349091637,6.021799564361572,1715800,0.0,0
2013-06-05,6.0025437948917855,6.008962646876993,5.947345487398295,5.967884540557861,1087400,0.0,0
2013-06-06,5.967882592179453,5.969166068343677,5.84849923163742,5.9152512550354,1251800,0.0,0
2013-06-07,5.960180547299734,5.996123757867554,5.922953370817624,5.947343826293945,1021600,0.0,0
2013-06-10,5.971735085670357,6.039770603179932,5.92167117733768,6.039770603179932,1521000,0.0,0
2013-06-11,5.989705562591553,6.024365297890695,5.9460600244025805,5.989705562591553,1318200,0.0,0
2013-06-12,6.021798651566682,6.048756063799064,5.978153107609189,6.033351898193359,1658200,0.0,0
2013-06-13,6.054056728846205,6.072174819249204,5.971230890614816,6.057939529418945,1238600,0.38,0
2013-06-14,6.06958923781395,6.135590948325048,6.048882770429966,6.073471546173096,1037800,0.0,0
2013-06-17,6.101941121679612,6.121353150786646,6.0644105075859995,6.095469951629639,845900,0.0,0
2013-06-18,6.096764473077019,6.140765764188934,6.073469642860065,6.138177394866943,625100,0.0,0
2013-06-19,6.12006017571619,6.166649842791512,6.030763149261475,6.030763149261475,837900,0.0,0
2013-06-20,5.997114942333182,6.033351128298377,5.870287797773991,5.872876167297363,1484900,0.0,0
2013-06-21,5.897465605614033,5.918172070466689,5.83405227298824,5.893583297729492,2279700,0.0,0
2013-06-24,5.840522966607218,5.896171683615594,5.813345330298174,5.848287582397461,1359900,0.0,0
2013-06-25,5.880642234941081,5.8832306051038845,5.784875007323001,5.82111120223999,1682200,0.0,0
2013-06-26,5.867700098281196,5.940172972168245,5.853464311117573,5.906524658203125,823600,0.0,0
2013-06-27,5.9401726779726784,6.002292069507427,5.9181717824418705,5.953114032745361,1039100,0.0,0
2013-06-28,5.953112217379771,5.982877719224963,5.9440531730651855,5.9440531730651855,1911000,0.0,0
2013-07-01,5.980290410764099,6.032056810610413,5.951819335161505,6.006173610687256,1155300,0.0,0
2013-07-02,6.003586008027883,6.046293367407275,5.985467913872156,6.030763149261475,1013400,0.0,0
2013-07-03,5.999703306117895,6.028174877166748,5.946642965142036,6.028174877166748,787900,0.0,0
2013-07-05,6.048880680054209,6.0592336633278485,5.938877208975945,6.0009965896606445,880800,0.0,0
2013-07-08,6.019114583255021,6.046292212980592,5.969937049559304,6.003584861755371,735600,0.0,0
2013-07-09,6.042410566030306,6.074764446645831,6.00229207002292,6.030763149261475,887200,0.0,0
2013-07-10,6.028175456064243,6.086412047993461,6.004880621820134,6.077353000640869,1045300,0.0,0
2013-07-11,6.139471621822404,6.177002238237309,6.1291186377278395,6.1562957763671875,916400,0.0,0
2013-07-12,6.165356069545983,6.184768597460911,6.112295719417086,6.142061233520508,828800,0.0,0
2013-07-15,6.133002465916032,6.177003770011614,6.125237849339886,6.147238254547119,531000,0.0,0
2013-07-16,6.082529251454177,6.1446486398868805,6.079940881892687,6.122648239135742,649400,0.0,0
2013-07-17,6.155002404564663,6.1770028063396225,6.140766618154496,6.173120498657227,615700,0.0,0
2013-07-18,6.182182115052259,6.209359267486077,6.16276958121025,6.200300216674805,602600,0.0,0
