Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-31,27.39766072361585,27.39766072361585,27.0910535370563,27.185956954956055,12969100,0.0,0
2013-02-01,27.40495872497559,27.529060821130326,27.280853844014814,27.404958724975586,11932600,0.0,0
2013-02-04,27.36115592052782,27.434159609166755,27.229752065783718,27.266252517700195,9456300,0.0,0
2013-02-05,27.41956338453375,27.857574449237426,27.41956338453375,27.842973709106445,17897300,0.0,0
2013-02-06,27.835669588457865,28.054675080345714,27.740766187544292,27.967073440551758,16823700,0.0,0
2013-02-07,28.04737726920396,28.51459257845123,27.996276073393624,28.405088424682617,18805300,0.0,0
2013-02-08,28.361290960529708,28.42699290684349,28.178785863525512,28.30289077758789,12308000,0.0,0
2013-02-11,28.25908184015822,28.346686270974793,28.040076332729015,28.186080932617188,12159900,0.0,0
2013-02-12,27.82106615778941,27.857566605436286,27.215148144589836,27.4195556640625,30700500,0.0,0
2013-02-13,27.49985968057169,27.69696546934532,27.018046458504845,27.164051055908203,19943800,0.0,0
2013-02-14,27.18594719101835,27.38305014884125,26.791735705761717,26.893938064575195,22748600,0.0,0
2013-02-15,26.966942961990565,27.317352294921875,26.67493657695072,27.317352294921875,25204300,0.0,0
2013-02-19,27.38306333573051,27.572870194765667,27.34656287354891,27.499866485595703,14850600,0.0,0
2013-02-20,27.521772838236362,27.653176748305537,27.310066229257455,27.543672561645508,12949300,0.0,0
2013-02-21,27.46335653327503,27.587461403575357,27.32465371099188,27.5290584564209,14135100,0.0,0
2013-02-22,27.565567190814278,28.120384216308594,27.529066730275435,28.120384216308594,20102800,0.0,0
2013-02-25,28.149586547619492,28.266389695750416,27.53636932373047,27.53636932373047,15874600,0.0,0
2013-02-26,27.70427419647277,27.87947752956287,27.58016928279441,27.821077346801758,15770000,0.0,0
2013-02-27,27.7626687688837,28.134980649874283,27.682366097109018,28.069278717041016,14271100,0.0,0
2013-02-28,28.083871487586126,28.448881503136533,28.04736825818675,28.266376495361328,19005500,0.0,0
2013-03-01,28.098475997499747,28.317481479292955,28.098475997499747,28.251779556274414,13724500,0.0,0
2013-03-04,28.178774949982255,28.33938026428223,28.0692736050733,28.339380264282227,9934300,0.0,0
2013-03-05,28.456195817002737,28.470796559671705,28.14958857537513,28.23719024658203,13240700,0.0,0
2013-03-06,28.324788160920125,28.499994264902316,28.2517872420647,28.485393524169922,11653900,0.0,0
2013-03-07,28.499991398794915,28.609492766066026,28.353986790960498,28.558391571044922,15094900,0.0,0
2013-03-08,28.594892099309956,28.77739716336419,28.49268970900859,28.63139533996582,11183600,0.0,0
2013-03-11,28.616795103157383,28.7481989743683,28.60219436359991,28.697097778320312,9200400,0.0,0
2013-03-12,28.675193698571544,28.69709619910561,28.324784322894402,28.441587448120117,11375900,0.0,0
2013-03-13,28.544525996431986,28.58129066756275,28.345993406368333,28.37540626525879,14358300,0.28,0
2013-03-14,28.54452975397087,28.765120614758153,28.426881107886654,28.691591262817383,14572500,0.0,0
2013-03-15,28.5445309863678,28.63276677349926,28.42688233520416,28.5518856048584,20781900,0.0,0
2013-03-18,28.390108453645514,28.63275749083209,28.3606955991489,28.500402450561523,11479900,0.0,0
2013-03-19,28.618053293891055,28.97100196542858,28.544523956883307,28.919530868530273,15192000,0.0,0
2013-03-20,28.971001920804632,29.35335783861326,28.941589064061073,29.316593170166016,19271900,0.0,0
2013-03-21,29.301898941417527,29.72837712686685,29.2357213886742,29.463666915893555,23063600,0.0,0
2013-03-22,29.397477698884757,29.61806851884845,29.331300172399203,29.44159698486328,16128500,0.0,0
2013-03-25,29.493062084301027,29.59600425901643,29.382765294269447,29.50041389465332,15718400,0.0,0
2013-03-26,29.507782949012757,29.926906468280247,29.507782949012757,29.919551849365234,13666500,0.0,0
2013-03-27,29.74307335977419,29.80925088981926,29.45630499790043,29.57395362854004,14559900,0.0,0
2013-03-28,29.691601291488347,29.853366400242777,29.426891179935346,29.7357177734375,14227200,0.0,0
2013-04-01,29.698953222674902,29.77248536782611,29.53718530830677,29.743072509765625,8200500,0.0,0
2013-04-02,29.72836749794918,30.073961584223735,29.721012880601183,29.941606521606445,13359200,0.0,0
2013-04-03,29.98572581509357,30.015138677311814,29.471014751098917,29.537189483642578,13639200,0.0,0
2013-04-04,29.610719189179267,29.846016457526733,29.55924808703855,29.80925178527832,11435900,0.0,0
2013-04-05,29.566603528761956,29.67690036401067,29.419542016752022,29.47101593017578,10729500,0.0,0
2013-04-08,29.456306753754106,30.05190175469779,29.243067721457457,30.0445499420166,22757900,0.0,0
2013-04-09,30.007799229914287,30.243096614692217,29.78720547733966,29.934267044067383,21056100,0.0,0
2013-04-10,29.98572602748655,30.27249442373334,29.93425492072251,30.198965072631836,9703700,0.0,0
2013-04-11,30.24308723441477,30.448971680996262,30.1916161227694,30.27985191345215,10962500,0.0,0
2013-04-12,30.08132224400643,30.228383779608205,29.91220245980231,30.20632553100586,10394700,0.0,0
2013-04-15,30.037187497047352,30.140132482511266,29.448944462073786,29.478357315063477,16050600,0.0,0
2013-04-16,30.441619614255977,31.235747333733293,30.33132277309501,31.154863357543945,32135700,0.0,0
2013-04-17,30.985737576799004,31.397509191577548,30.904853616309946,31.287212371826172,24208000,0.0,0
2013-04-18,31.235751714234386,31.36075500541162,30.9489832529577,30.956335067749023,16034200,0.0,0
2013-04-19,31.08868452428531,31.44898509282941,31.029861601747236,31.368101119995117,13875800,0.0,0
2013-04-22,31.26515469252987,31.507803773399267,31.176918918119604,31.412216186523438,10544100,0.0,0
2013-04-23,31.456329622785216,31.588684674056314,31.07397089744254,31.397506713867188,11216200,0.0,0
2013-04-24,31.353406650433698,31.5445875327954,30.956341253189684,30.99310874938965,11368200,0.0,0
2013-04-25,31.073976347644976,31.279863577380613,30.941624078124452,31.140153884887695,10197100,0.0,0
2013-04-26,31.015160805941978,31.198987030346583,30.9489832529577,30.956335067749023,15159800,0.0,0
2013-04-29,31.05926513671875,31.096029802883262,30.82396510234458,31.05926513671875,11311100,0.0,0
2013-04-30,30.99310075803541,31.16957235244224,30.794568110603656,31.125455856323242,13432200,0.0,0
2013-05-01,30.993088264096883,31.29456302089631,30.985733647731564,31.03720474243164,8710600,0.0,0
2013-05-02,30.632800747508337,31.000453182214375,30.507800266091714,30.853391647338867,18709600,0.0,0
2013-05-03,31.00779123813136,31.19161737391814,30.85337795726188,31.05926513671875,11757800,0.0,0
2013-05-06,31.09602933690519,31.09602933690519,30.787199974829846,30.94161605834961,9356100,0.0,0
2013-05-07,31.037206228748218,31.40485852562028,30.9930897483008,31.397506713867188,13785300,0.0,0
2013-05-08,31.279862633435695,31.382804842714528,31.00044606184684,31.221036911010742,12636300,0.0,0
2013-05-09,31.257807254784826,31.29457474045196,30.88280302368201,30.971038818359375,10113700,0.0,0
2013-05-10,30.963695874416135,31.059286315596985,30.772514992054433,30.99310874938965,9927000,0.0,0
2013-05-13,30.985732511538394,31.206323310016362,30.882790325912953,31.022497177124023,9291000,0.0,0
2013-05-14,31.01515586933718,31.37545364104178,30.890152598056403,31.265159606933594,13023900,0.0,0
2013-05-15,31.250457505941576,31.691639313451013,31.16957352007289,31.559284210205078,12306200,0.0,0
2013-05-16,31.55193671822085,31.934295646096604,31.46370090562365,31.68429183959961,12330000,0.0,0
2013-05-17,31.654867459096636,31.713693182752888,31.294569719079206,31.596044540405273,12611200,0.0,0
2013-05-20,31.581335804915277,31.581335804915277,31.103386652462593,31.162212371826172,9966000,0.0,0
